origin,destination,count
"Antigua and Barbuda","Saint Lucia","118"
"Aruba","Saint Lucia","17"
"Bahamas","Saint Lucia","13"
"Barbados","Saint Lucia","778"
"British Virgin Islands","Saint Lucia","4"
"Cayman Islands","Saint Lucia","4"
"Cuba","Saint Lucia","24"
"Dominica","Saint Lucia","229"
"Dominican Republic","Saint Lucia","48"
"Grenada","Saint Lucia","159"
"Guadeloupe","Saint Lucia","44"
"Jamaica","Saint Lucia","187"
"Martinique","Saint Lucia","475"
"Montserrat","Saint Lucia","31"
"Puerto Rico","Saint Lucia","16"
"Saint Kitts and Nevis","Saint Lucia","44"
"Saint Vincent and the Grenadines","Saint Lucia","435"
"Trinidad and Tobago","Saint Lucia","780"
"United States Virgin Islands","Saint Lucia","20"
"Brazil","Saint Lucia","12"
"French Guiana","Saint Lucia","304"
"Guyana","Saint Lucia","1974"
"Suriname","Saint Lucia","42"
"Venezuela (Bolivarian Republic of)","Saint Lucia","63"
"Belize","Saint Lucia","1"
"Guatemala","Saint Lucia","4"
"Mexico","Saint Lucia","9"
"Panama","Saint Lucia","28"
"Bermuda","Saint Lucia","6"
"Canada","Saint Lucia","256"
"United States of America","Saint Lucia","663"
"United Kingdom of Great Britain and Northern Ireland","Saint Vincent and the Grenadines","795"
"Antigua and Barbuda","Saint Vincent and the Grenadines","58"
"Barbados","Saint Vincent and the Grenadines","347"
"Bonaire, Sint Eustatius and Saba","Saint Vincent and the Grenadines","199"
"Curaçao","Saint Vincent and the Grenadines","151"
"Dominica","Saint Vincent and the Grenadines","86"
"Grenada","Saint Vincent and the Grenadines","433"
"Jamaica","Saint Vincent and the Grenadines","125"
"Saint Kitts and Nevis","Saint Vincent and the Grenadines","39"
"Saint Lucia","Saint Vincent and the Grenadines","237"
"Sint Maarten (Dutch part)","Saint Vincent and the Grenadines","111"
"Trinidad and Tobago","Saint Vincent and the Grenadines","964"
"Guyana","Saint Vincent and the Grenadines","243"
"Canada","Saint Vincent and the Grenadines","163"
"United States of America","Saint Vincent and the Grenadines","338"
"India","Sint Maarten (Dutch part)","834"
"Lebanon","Sint Maarten (Dutch part)","321"
"Indonesia","Sint Maarten (Dutch part)","60"
"China","Sint Maarten (Dutch part)","174"
"France","Sint Maarten (Dutch part)","89"
"Netherlands","Sint Maarten (Dutch part)","730"
"United Kingdom of Great Britain and Northern Ireland","Sint Maarten (Dutch part)","53"
"Anguilla","Sint Maarten (Dutch part)","383"
"Antigua and Barbuda","Sint Maarten (Dutch part)","534"
"Aruba","Sint Maarten (Dutch part)","1286"
"Barbados","Sint Maarten (Dutch part)","73"
"British Virgin Islands","Sint Maarten (Dutch part)","904"
"Bonaire, Sint Eustatius and Saba","Sint Maarten (Dutch part)","165"
"Cuba","Sint Maarten (Dutch part)","828"
"Curaçao","Sint Maarten (Dutch part)","1425"
"Dominica","Sint Maarten (Dutch part)","1495"
"Dominican Republic","Sint Maarten (Dutch part)","3546"
"Guadeloupe","Sint Maarten (Dutch part)","2051"
"Haiti","Sint Maarten (Dutch part)","2746"
"Jamaica","Sint Maarten (Dutch part)","2364"
"Martinique","Sint Maarten (Dutch part)","75"
"Puerto Rico","Sint Maarten (Dutch part)","26"
"Saint Kitts and Nevis","Sint Maarten (Dutch part)","1042"
"Saint Lucia","Sint Maarten (Dutch part)","487"
"Saint Vincent and the Grenadines","Sint Maarten (Dutch part)","70"
"Trinidad and Tobago","Sint Maarten (Dutch part)","208"
"United States Virgin Islands","Sint Maarten (Dutch part)","70"
"Colombia","Sint Maarten (Dutch part)","208"
"Guyana","Sint Maarten (Dutch part)","1807"
"Suriname","Sint Maarten (Dutch part)","521"
"Venezuela (Bolivarian Republic of)","Sint Maarten (Dutch part)","41"
"Canada","Sint Maarten (Dutch part)","38"
"United States of America","Sint Maarten (Dutch part)","312"
"India","Trinidad and Tobago","959"
"Philippines","Trinidad and Tobago","346"
"China","Trinidad and Tobago","866"
"Germany","Trinidad and Tobago","253"
"United Kingdom of Great Britain and Northern Ireland","Trinidad and Tobago","2368"
"Nigeria","Trinidad and Tobago","502"
"Barbados","Trinidad and Tobago","1066"
"Cuba","Trinidad and Tobago","76"
"Grenada","Trinidad and Tobago","8026"
"Jamaica","Trinidad and Tobago","1497"
"Saint Lucia","Trinidad and Tobago","880"
"Saint Vincent and the Grenadines","Trinidad and Tobago","6430"
"Guyana","Trinidad and Tobago","9830"
"Venezuela (Bolivarian Republic of)","Trinidad and Tobago","1732"
"Canada","Trinidad and Tobago","1777"
"United States of America","Trinidad and Tobago","5798"
"United Kingdom of Great Britain and Northern Ireland","Turks and Caicos Islands","416"
"Bahamas","Turks and Caicos Islands","12"
"Dominican Republic","Turks and Caicos Islands","774"
"Haiti","Turks and Caicos Islands","7347"
"Canada","Turks and Caicos Islands","462"
"United States of America","Turks and Caicos Islands","727"
"Anguilla","United States Virgin Islands","972"
"Antigua and Barbuda","United States Virgin Islands","4587"
"Aruba","United States Virgin Islands","501"
"Barbados","United States Virgin Islands","368"
"British Virgin Islands","United States Virgin Islands","2464"
"Bonaire, Sint Eustatius and Saba","United States Virgin Islands","396"
"Dominica","United States Virgin Islands","5508"
"Dominican Republic","United States Virgin Islands","4641"
"Grenada","United States Virgin Islands","590"
"Haiti","United States Virgin Islands","644"
"Jamaica","United States Virgin Islands","373"
"Montserrat","United States Virgin Islands","780"
"Puerto Rico","United States Virgin Islands","4067"
"Saint Kitts and Nevis","United States Virgin Islands","7100"
"Saint Lucia","United States Virgin Islands","3425"
"Saint Vincent and the Grenadines","United States Virgin Islands","518"
"Trinidad and Tobago","United States Virgin Islands","1759"
"United States of America","United States Virgin Islands","16861"
"India","Belize","369"
"Lebanon","Belize","53"
"China","Belize","1930"
"China, Hong Kong Special Administrative Region","Belize","71"
"Germany","Belize","67"
"United Kingdom of Great Britain and Northern Ireland","Belize","403"
"Nigeria","Belize","44"
"Haiti","Belize","53"
"Jamaica","Belize","489"
"El Salvador","Belize","8697"
"Guatemala","Belize","23231"
"Honduras","Belize","8496"
"Mexico","Belize","3472"
"Canada","Belize","818"
"United States of America","Belize","4036"
"Afghanistan","Costa Rica","4"
"Bangladesh","Costa Rica","3"
"Bhutan","Costa Rica","4"
"India","Costa Rica","56"
"Iran (Islamic Republic of)","Costa Rica","103"
"Maldives","Costa Rica","1"
"Nepal","Costa Rica","8"
"Pakistan","Costa Rica","9"
"Sri Lanka","Costa Rica","1"
"Armenia","Costa Rica","7"
"Azerbaijan","Costa Rica","3"
"Bahrain","Costa Rica","1"
"Cyprus","Costa Rica","3"
"Georgia","Costa Rica","12"
"Iraq","Costa Rica","16"
"Israel","Costa Rica","175"
"Jordan","Costa Rica","11"
"Lebanon","Costa Rica","90"
"Oman","Costa Rica","3"
"Qatar","Costa Rica","3"
"Saudi Arabia","Costa Rica","14"
"Syrian Arab Republic","Costa Rica","11"
"Turkey","Costa Rica","8"
"Cambodia","Costa Rica","3"
"Indonesia","Costa Rica","18"
"Lao People's Democratic Republic","Costa Rica","4"
"Malaysia","Costa Rica","4"
"Myanmar","Costa Rica","12"
"Philippines","Costa Rica","143"
"Singapore","Costa Rica","8"
"Thailand","Costa Rica","7"
"Viet Nam","Costa Rica","1"
"China","Costa Rica","299"
"China, Hong Kong Special Administrative Region","Costa Rica","3365"
"China, Macao Special Administrative Region","Costa Rica","1"
"Democratic People's Republic of Korea","Costa Rica","37"
"Japan","Costa Rica","290"
"Mongolia","Costa Rica","16"
"Republic of Korea","Costa Rica","260"
"Kazakhstan","Costa Rica","5"
"Uzbekistan","Costa Rica","1"
"Albania","Costa Rica","4"
"Croatia","Costa Rica","25"
"Gibraltar","Costa Rica","4"
"Greece","Costa Rica","34"
"Italy","Costa Rica","2184"
"Portugal","Costa Rica","80"
"Spain","Costa Rica","2216"
"The former Yugoslav Republic of Macedonia","Costa Rica","27"
"Austria","Costa Rica","132"
"Belgium","Costa Rica","300"
"France","Costa Rica","895"
"Germany","Costa Rica","1912"
"Liechtenstein","Costa Rica","4"
"Luxembourg","Costa Rica","16"
"Monaco","Costa Rica","1"
"Netherlands","Costa Rica","601"
"Switzerland","Costa Rica","689"
"Belarus","Costa Rica","5"
"Bulgaria","Costa Rica","73"
"Hungary","Costa Rica","76"
"Poland","Costa Rica","310"
"Republic of Moldova","Costa Rica","4"
"Romania","Costa Rica","102"
"Russian Federation","Costa Rica","614"
"Slovakia","Costa Rica","23"
"Ukraine","Costa Rica","159"
"Channel Islands","Costa Rica","114"
"Denmark","Costa Rica","66"
"Estonia","Costa Rica","3"
"Finland","Costa Rica","23"
"Iceland","Costa Rica","1"
"Ireland","Costa Rica","30"
"Latvia","Costa Rica","1"
"Lithuania","Costa Rica","9"
"Norway","Costa Rica","78"
"Sweden","Costa Rica","140"
"United Kingdom of Great Britain and Northern Ireland","Costa Rica","533"
"Algeria","Costa Rica","12"
"Egypt","Costa Rica","11"
"Libya","Costa Rica","11"
"Morocco","Costa Rica","4"
"Sudan","Costa Rica","1"
"Tunisia","Costa Rica","4"
"Angola","Costa Rica","3"
"Cameroon","Costa Rica","9"
"Central African Republic","Costa Rica","5"
"Congo","Costa Rica","8"
"Democratic Republic of the Congo","Costa Rica","3"
"Gabon","Costa Rica","1"
"Benin","Costa Rica","1"
"Côte d'Ivoire","Costa Rica","3"
"Ghana","Costa Rica","1"
"Nigeria","Costa Rica","3"
"Senegal","Costa Rica","1"
"South Africa","Costa Rica","59"
"Swaziland","Costa Rica","1"
"Ethiopia","Costa Rica","1"
"Kenya","Costa Rica","8"
"Madagascar","Costa Rica","3"
"Mozambique","Costa Rica","4"
"Rwanda","Costa Rica","1"
"Somalia","Costa Rica","1"
"Uganda","Costa Rica","9"
"United Republic of Tanzania","Costa Rica","4"
"Zimbabwe","Costa Rica","1"
"Australia","Costa Rica","69"
"New Zealand","Costa Rica","18"
"Fiji","Costa Rica","1"
"Guam","Costa Rica","5"
"Aruba","Costa Rica","33"
"Bahamas","Costa Rica","12"
"Barbados","Costa Rica","11"
"Cayman Islands","Costa Rica","8"
"Cuba","Costa Rica","5897"
"Dominica","Costa Rica","5"
"Dominican Republic","Costa Rica","1126"
"Grenada","Costa Rica","8"
"Haiti","Costa Rica","73"
"Jamaica","Costa Rica","223"
"Martinique","Costa Rica","4"
"Montserrat","Costa Rica","4"
"Puerto Rico","Costa Rica","365"
"Saint Kitts and Nevis","Costa Rica","1"
"Saint Lucia","Costa Rica","1"
"Saint Vincent and the Grenadines","Costa Rica","1"
"Trinidad and Tobago","Costa Rica","35"
"United States Virgin Islands","Costa Rica","7"
"Argentina","Costa Rica","1504"
"Bolivia (Plurinational State of)","Costa Rica","379"
"Brazil","Costa Rica","558"
"Chile","Costa Rica","1782"
"Colombia","Costa Rica","21787"
"Ecuador","Costa Rica","1303"
"French Guiana","Costa Rica","12"
"Guyana","Costa Rica","29"
"Paraguay","Costa Rica","85"
"Peru","Costa Rica","3876"
"Suriname","Costa Rica","21"
"Uruguay","Costa Rica","321"
"Venezuela (Bolivarian Republic of)","Costa Rica","1415"
"Belize","Costa Rica","143"
"El Salvador","Costa Rica","14239"
"Guatemala","Costa Rica","2725"
"Honduras","Costa Rica","4020"
"Mexico","Costa Rica","3176"
"Nicaragua","Costa Rica","299340"
"Panama","Costa Rica","11702"
"Bermuda","Costa Rica","11"
"Canada","Costa Rica","1443"
"Greenland","Costa Rica","8"
"Saint Pierre and Miquelon","Costa Rica","1"
"United States of America","Costa Rica","12982"
"Bangladesh","El Salvador","6"
"India","El Salvador","11"
"Iran (Islamic Republic of)","El Salvador","18"
"Israel","El Salvador","43"
"State of Palestine","El Salvador","46"
"Philippines","El Salvador","19"
"China","El Salvador","259"
"China, Hong Kong Special Administrative Region","El Salvador","8"
"Japan","El Salvador","54"
"Republic of Korea","El Salvador","128"
"Italy","El Salvador","282"
"Portugal","El Salvador","13"
"Spain","El Salvador","534"
"Austria","El Salvador","11"
"Belgium","El Salvador","52"
"France","El Salvador","214"
"Germany","El Salvador","227"
"Netherlands","El Salvador","33"
"Switzerland","El Salvador","59"
"Russian Federation","El Salvador","18"
"Ireland","El Salvador","11"
"Sweden","El Salvador","35"
"United Kingdom of Great Britain and Northern Ireland","El Salvador","90"
"Australia","El Salvador","27"
"Barbados","El Salvador","40"
"Cuba","El Salvador","128"
"Dominican Republic","El Salvador","72"
"Jamaica","El Salvador","10"
"Puerto Rico","El Salvador","62"
"Argentina","El Salvador","216"
"Bolivia (Plurinational State of)","El Salvador","53"
"Brazil","El Salvador","242"
"Chile","El Salvador","229"
"Colombia","El Salvador","577"
"Ecuador","El Salvador","123"
"Paraguay","El Salvador","11"
"Peru","El Salvador","234"
"Uruguay","El Salvador","75"
"Venezuela (Bolivarian Republic of)","El Salvador","242"
"Belize","El Salvador","339"
"Costa Rica","El Salvador","876"
"Guatemala","El Salvador","8885"
"Honduras","El Salvador","11676"
"Mexico","El Salvador","1714"
"Nicaragua","El Salvador","7823"
"Panama","El Salvador","451"
"Canada","El Salvador","245"
"United States of America","El Salvador","5397"
"Iran (Islamic Republic of)","Guatemala","18"
"Pakistan","Guatemala","26"
"Israel","Guatemala","131"
"Lebanon","Guatemala","25"
"Saudi Arabia","Guatemala","32"
"State of Palestine","Guatemala","46"
"Syrian Arab Republic","Guatemala","78"
"Turkey","Guatemala","25"
"Indonesia","Guatemala","40"
"Philippines","Guatemala","67"
"China","Guatemala","657"
"Japan","Guatemala","147"
"Republic of Korea","Guatemala","1786"
"Italy","Guatemala","368"
"Portugal","Guatemala","29"
"Spain","Guatemala","1320"
"France","Guatemala","258"
"Germany","Guatemala","640"
"Netherlands","Guatemala","140"
"Switzerland","Guatemala","154"
"Sweden","Guatemala","47"
"United Kingdom of Great Britain and Northern Ireland","Guatemala","223"
"Egypt","Guatemala","32"
"Australia","Guatemala","70"
"Cuba","Guatemala","660"
"Dominican Republic","Guatemala","109"
"Haiti","Guatemala","14"
"Puerto Rico","Guatemala","101"
"Argentina","Guatemala","554"
"Bolivia (Plurinational State of)","Guatemala","136"
"Brazil","Guatemala","240"
"Chile","Guatemala","301"
"Colombia","Guatemala","1156"
"Ecuador","Guatemala","167"
"French Guiana","Guatemala","20"
"Paraguay","Guatemala","59"
"Peru","Guatemala","457"
"Uruguay","Guatemala","140"
"Venezuela (Bolivarian Republic of)","Guatemala","283"
"Belize","Guatemala","916"
"Costa Rica","Guatemala","1162"
"El Salvador","Guatemala","19198"
"Honduras","Guatemala","8387"
"Mexico","Guatemala","17540"
"Nicaragua","Guatemala","8561"
"Panama","Guatemala","300"
"Canada","Guatemala","397"
"Greenland","Guatemala","398"
"United States of America","Guatemala","8643"
"Israel","Honduras","66"
"Jordan","Honduras","30"
"State of Palestine","Honduras","113"
"China","Honduras","437"
"Democratic People's Republic of Korea","Honduras","46"
"Japan","Honduras","102"
"Republic of Korea","Honduras","50"
"Italy","Honduras","191"
"Spain","Honduras","385"
"Belgium","Honduras","19"
"France","Honduras","106"
"Germany","Honduras","214"
"Netherlands","Honduras","67"
"Switzerland","Honduras","45"
"Russian Federation","Honduras","19"
"Sweden","Honduras","23"
"United Kingdom of Great Britain and Northern Ireland","Honduras","75"
"Cayman Islands","Honduras","66"
"Cuba","Honduras","449"
"Dominican Republic","Honduras","99"
"Haiti","Honduras","32"
"Jamaica","Honduras","20"
"Puerto Rico","Honduras","95"
"Argentina","Honduras","140"
"Bolivia (Plurinational State of)","Honduras","108"
"Brazil","Honduras","174"
"Chile","Honduras","227"
"Colombia","Honduras","636"
"Ecuador","Honduras","338"
"Paraguay","Honduras","26"
"Peru","Honduras","282"
"Uruguay","Honduras","49"
"Venezuela (Bolivarian Republic of)","Honduras","75"
"Belize","Honduras","268"
"Costa Rica","Honduras","631"
"El Salvador","Honduras","6486"
"Guatemala","Honduras","3375"
"Mexico","Honduras","1148"
"Nicaragua","Honduras","5690"
"Panama","Honduras","292"
"Canada","Honduras","256"
"United States of America","Honduras","4981"
"Bangladesh","Mexico","72"
"India","Mexico","1180"
"Iran (Islamic Republic of)","Mexico","376"
"Pakistan","Mexico","198"
"Armenia","Mexico","132"
"Iraq","Mexico","44"
"Israel","Mexico","1165"
"Jordan","Mexico","55"
"Lebanon","Mexico","966"
"Saudi Arabia","Mexico","104"
"State of Palestine","Mexico","38"
"Syrian Arab Republic","Mexico","189"
"Turkey","Mexico","267"
"Indonesia","Mexico","190"
"Malaysia","Mexico","73"
"Philippines","Mexico","688"
"Singapore","Mexico","44"
"Thailand","Mexico","160"
"Viet Nam","Mexico","126"
"China","Mexico","9945"
"Democratic People's Republic of Korea","Mexico","38"
"Japan","Mexico","2988"
"Republic of Korea","Mexico","8376"
"Croatia","Mexico","50"
"Greece","Mexico","248"
"Italy","Mexico","4936"
"Portugal","Mexico","606"
"Serbia","Mexico","80"
"Slovenia","Mexico","69"
"Spain","Mexico","26909"
"Austria","Mexico","497"
"Belgium","Mexico","842"
"France","Mexico","11903"
"Germany","Mexico","9723"
"Netherlands","Mexico","1623"
"Switzerland","Mexico","1450"
"Bulgaria","Mexico","244"
"Czech Republic","Mexico","408"
"Hungary","Mexico","509"
"Poland","Mexico","1169"
"Romania","Mexico","546"
"Russian Federation","Mexico","1563"
"Slovakia","Mexico","143"
"Ukraine","Mexico","452"
"Denmark","Mexico","249"
"Finland","Mexico","182"
"Ireland","Mexico","370"
"Latvia","Mexico","44"
"Lithuania","Mexico","80"
"Norway","Mexico","242"
"Sweden","Mexico","412"
"United Kingdom of Great Britain and Northern Ireland","Mexico","3360"
"Algeria","Mexico","96"
"Egypt","Mexico","241"
"Morocco","Mexico","320"
"Angola","Mexico","75"
"Cameroon","Mexico","47"
"Democratic Republic of the Congo","Mexico","97"
"Côte d'Ivoire","Mexico","34"
"Nigeria","Mexico","189"
"Senegal","Mexico","44"
"South Africa","Mexico","265"
"Kenya","Mexico","87"
"Australia","Mexico","592"
"New Zealand","Mexico","143"
"Cuba","Mexico","17653"
"Dominican Republic","Mexico","1992"
"Haiti","Mexico","1296"
"Jamaica","Mexico","174"
"Puerto Rico","Mexico","1325"
"Trinidad and Tobago","Mexico","26"
"Argentina","Mexico","18728"
"Bolivia (Plurinational State of)","Mexico","2715"
"Brazil","Mexico","6198"
"Chile","Mexico","7202"
"Colombia","Mexico","20135"
"Ecuador","Mexico","2736"
"Paraguay","Mexico","767"
"Peru","Mexico","8853"
"Uruguay","Mexico","2947"
"Venezuela (Bolivarian Republic of)","Mexico","15959"
"Belize","Mexico","3160"
"Costa Rica","Mexico","2468"
"El Salvador","Mexico","10054"
"Guatemala","Mexico","53128"
"Honduras","Mexico","15027"
"Nicaragua","Mexico","5369"
"Panama","Mexico","1756"
"Canada","Mexico","14121"
"United States of America","Mexico","876528"
"Afghanistan","Nicaragua","61"
"India","Nicaragua","24"
"Jordan","Nicaragua","26"
"Yemen","Nicaragua","30"
"China","Nicaragua","139"
"Japan","Nicaragua","40"
"Republic of Korea","Nicaragua","61"
"Italy","Nicaragua","190"
"Spain","Nicaragua","460"
"Austria","Nicaragua","38"
"Belgium","Nicaragua","44"
"France","Nicaragua","148"
"Germany","Nicaragua","300"
"Netherlands","Nicaragua","267"
"Switzerland","Nicaragua","84"
"Bulgaria","Nicaragua","61"
"Russian Federation","Nicaragua","194"
"Ukraine","Nicaragua","78"
"Denmark","Nicaragua","52"
"Ireland","Nicaragua","24"
"Sweden","Nicaragua","33"
"United Kingdom of Great Britain and Northern Ireland","Nicaragua","71"
"Algeria","Nicaragua","113"
"Democratic Republic of the Congo","Nicaragua","47"
"Nigeria","Nicaragua","24"
"Senegal","Nicaragua","188"
"Ethiopia","Nicaragua","81"
"Somalia","Nicaragua","38"
"Antigua and Barbuda","Nicaragua","119"
"Bahamas","Nicaragua","84"
"Cuba","Nicaragua","941"
"Dominican Republic","Nicaragua","69"
"Haiti","Nicaragua","23"
"Jamaica","Nicaragua","20"
"Puerto Rico","Nicaragua","58"
"Argentina","Nicaragua","270"
"Bolivia (Plurinational State of)","Nicaragua","64"
"Brazil","Nicaragua","122"
"Chile","Nicaragua","126"
"Colombia","Nicaragua","447"
"Ecuador","Nicaragua","111"
"Peru","Nicaragua","228"
"Uruguay","Nicaragua","38"
"Venezuela (Bolivarian Republic of)","Nicaragua","159"
"Belize","Nicaragua","24"
"Costa Rica","Nicaragua","10772"
"El Salvador","Nicaragua","2444"
"Guatemala","Nicaragua","1762"
"Honduras","Nicaragua","12439"
"Mexico","Nicaragua","846"
"Panama","Nicaragua","405"
"Canada","Nicaragua","252"
"United States of America","Nicaragua","3606"
"Bangladesh","Panama","42"
"India","Panama","4481"
"Iran (Islamic Republic of)","Panama","86"
"Pakistan","Panama","84"
"Georgia","Panama","58"
"Israel","Panama","1114"
"Jordan","Panama","119"
"Lebanon","Panama","526"
"Saudi Arabia","Panama","50"
"State of Palestine","Panama","167"
"Syrian Arab Republic","Panama","265"
"Turkey","Panama","112"
"Indonesia","Panama","135"
"Malaysia","Panama","28"
"Myanmar","Panama","98"
"Philippines","Panama","1601"
"Singapore","Panama","46"
"Thailand","Panama","144"
"Viet Nam","Panama","59"
"China","Panama","18665"
"China, Hong Kong Special Administrative Region","Panama","281"
"Japan","Panama","372"
"Republic of Korea","Panama","402"
"Croatia","Panama","102"
"Greece","Panama","325"
"Italy","Panama","1318"
"Portugal","Panama","254"
"Serbia","Panama","27"
"Spain","Panama","3702"
"Austria","Panama","108"
"Belgium","Panama","271"
"France","Panama","969"
"Germany","Panama","1065"
"Netherlands","Panama","482"
"Switzerland","Panama","367"
"Bulgaria","Panama","73"
"Czech Republic","Panama","38"
"Hungary","Panama","59"
"Poland","Panama","196"
"Romania","Panama","182"
"Russian Federation","Panama","995"
"Slovakia","Panama","36"
"Ukraine","Panama","502"
"Denmark","Panama","147"
"Finland","Panama","46"
"Ireland","Panama","92"
"Lithuania","Panama","46"
"Norway","Panama","77"
"Sweden","Panama","212"
"United Kingdom of Great Britain and Northern Ireland","Panama","2017"
"Egypt","Panama","73"
"Libya","Panama","38"
"Morocco","Panama","79"
"Nigeria","Panama","37"
"South Africa","Panama","46"
"Australia","Panama","279"
"New Zealand","Panama","50"
"Barbados","Panama","32"
"Cuba","Panama","2825"
"Curaçao","Panama","31"
"Dominica","Panama","58"
"Dominican Republic","Panama","8095"
"Grenada","Panama","27"
"Haiti","Panama","542"
"Jamaica","Panama","697"
"Puerto Rico","Panama","721"
"Trinidad and Tobago","Panama","119"
"Argentina","Panama","2550"
"Bolivia (Plurinational State of)","Panama","454"
"Brazil","Panama","2002"
"Chile","Panama","1813"
"Colombia","Panama","55251"
"Ecuador","Panama","2672"
"Guyana","Panama","48"
"Paraguay","Panama","122"
"Peru","Panama","4290"
"Uruguay","Panama","762"
"Venezuela (Bolivarian Republic of)","Panama","9883"
"Belize","Panama","86"
"Costa Rica","Panama","7760"
"El Salvador","Panama","3225"
"Guatemala","Panama","1606"
"Honduras","Panama","1504"
"Mexico","Panama","4832"
"Nicaragua","Panama","12915"
"Canada","Panama","1808"
"Saint Pierre and Miquelon","Panama","46"
"United States of America","Panama","14040"
"Afghanistan","Argentina","9"
"India","Argentina","97"
"Iran (Islamic Republic of)","Argentina","137"
"Pakistan","Argentina","5"
"Sri Lanka","Argentina","2"
"Armenia","Argentina","561"
"Bahrain","Argentina","12"
"Cyprus","Argentina","47"
"Iraq","Argentina","37"
"Israel","Argentina","557"
"Jordan","Argentina","73"
"Lebanon","Argentina","791"
"Saudi Arabia","Argentina","80"
"Syrian Arab Republic","Argentina","1125"
"Turkey","Argentina","635"
"Brunei Darussalam","Argentina","1"
"Cambodia","Argentina","20"
"Indonesia","Argentina","21"
"Lao People's Democratic Republic","Argentina","283"
"Malaysia","Argentina","2"
"Myanmar","Argentina","9"
"Philippines","Argentina","58"
"Singapore","Argentina","2"
"Thailand","Argentina","60"
"Viet Nam","Argentina","5"
"China","Argentina","14397"
"China, Hong Kong Special Administrative Region","Argentina","4"
"Democratic People's Republic of Korea","Argentina","14"
"Japan","Argentina","4453"
"Republic of Korea","Argentina","8154"
"Albania","Argentina","66"
"Andorra","Argentina","1"
"Croatia","Argentina","986"
"Gibraltar","Argentina","14"
"Greece","Argentina","1017"
"Italy","Argentina","152338"
"Malta","Argentina","2"
"Portugal","Argentina","4961"
"San Marino","Argentina","16"
"Slovenia","Argentina","810"
"Spain","Argentina","98050"
"The former Yugoslav Republic of Macedonia","Argentina","1489"
"Austria","Argentina","1022"
"Belgium","Argentina","537"
"France","Argentina","8160"
"Germany","Argentina","9242"
"Liechtenstein","Argentina","78"
"Luxembourg","Argentina","96"
"Monaco","Argentina","10"
"Netherlands","Argentina","387"
"Switzerland","Argentina","794"
"Belarus","Argentina","304"
"Bulgaria","Argentina","295"
"Czech Republic","Argentina","1793"
"Hungary","Argentina","816"
"Poland","Argentina","7315"
"Republic of Moldova","Argentina","456"
"Romania","Argentina","1078"
"Russian Federation","Argentina","1884"
"Ukraine","Argentina","4408"
"Denmark","Argentina","245"
"Estonia","Argentina","49"
"Finland","Argentina","70"
"Iceland","Argentina","8"
"Ireland","Argentina","64"
"Latvia","Argentina","124"
"Lithuania","Argentina","392"
"Norway","Argentina","58"
"Sweden","Argentina","204"
"United Kingdom of Great Britain and Northern Ireland","Argentina","943"
"Algeria","Argentina","104"
"Egypt","Argentina","238"
"Libya","Argentina","51"
"Morocco","Argentina","212"
"Sudan","Argentina","8"
"Tunisia","Argentina","45"
"Angola","Argentina","9"
"Congo","Argentina","42"
"Burkina Faso","Argentina","11"
"Cabo Verde","Argentina","24"
"Côte d'Ivoire","Argentina","1"
"Guinea","Argentina","1"
"Niger","Argentina","1"
"Nigeria","Argentina","43"
"Namibia","Argentina","2"
"South Africa","Argentina","126"
"Ethiopia","Argentina","32"
"Kenya","Argentina","2"
"Madagascar","Argentina","7"
"Mozambique","Argentina","11"
"Somalia","Argentina","2"
"Uganda","Argentina","1"
"United Republic of Tanzania","Argentina","1"
"Zambia","Argentina","1"
"Zimbabwe","Argentina","2"
"Tuvalu","Argentina","4"
"Australia","Argentina","275"
"New Zealand","Argentina","11"
"Fiji","Argentina","1"
"Vanuatu","Argentina","8"
"Micronesia (Federated States of)","Argentina","4"
"Aruba","Argentina","1"
"Barbados","Argentina","7"
"Cuba","Argentina","1106"
"Dominica","Argentina","4"
"Dominican Republic","Argentina","684"
"Grenada","Argentina","11"
"Haiti","Argentina","41"
"Jamaica","Argentina","11"
"Puerto Rico","Argentina","75"
"Trinidad and Tobago","Argentina","34"
"Bolivia (Plurinational State of)","Argentina","419048"
"Brazil","Argentina","48792"
"Chile","Argentina","213119"
"Colombia","Argentina","8640"
"Ecuador","Argentina","955"
"Paraguay","Argentina","679044"
"Peru","Argentina","195320"
"Suriname","Argentina","5"
"Uruguay","Argentina","132749"
"Venezuela (Bolivarian Republic of)","Argentina","1240"
"Belize","Argentina","6"
"Costa Rica","Argentina","123"
"El Salvador","Argentina","73"
"Guatemala","Argentina","96"
"Honduras","Argentina","66"
"Mexico","Argentina","1450"
"Nicaragua","Argentina","91"
"Panama","Argentina","161"
"Canada","Argentina","530"
"Greenland","Argentina","15"
"United States of America","Argentina","5135"
"Afghanistan","Bolivia (Plurinational State of)","1"
"Bangladesh","Bolivia (Plurinational State of)","28"
"India","Bolivia (Plurinational State of)","107"
"Iran (Islamic Republic of)","Bolivia (Plurinational State of)","62"
"Nepal","Bolivia (Plurinational State of)","6"
"Pakistan","Bolivia (Plurinational State of)","23"
"Sri Lanka","Bolivia (Plurinational State of)","2"
"Armenia","Bolivia (Plurinational State of)","5"
"Azerbaijan","Bolivia (Plurinational State of)","1"
"Cyprus","Bolivia (Plurinational State of)","2"
"Georgia","Bolivia (Plurinational State of)","2"
"Iraq","Bolivia (Plurinational State of)","10"
"Israel","Bolivia (Plurinational State of)","182"
